target,prob_knn,prob_svm,prob_random_forest,prob_hybrid_unweighted,prob_hybrid_weighted
0,0.0,0.07448435502144421,0.256,0.11016145167381475,0.03897397804547345
1,1.0,0.9835226039594838,0.948,0.9771742013198278,0.9920834107095132
1,1.0,0.9308179051129102,0.932,0.9542726350376367,0.9896475370816712
1,1.0,0.9861542516574637,0.944,0.9767180838858213,0.9914744423025528
0,0.0,0.007226149494353927,0.0,0.0024087164981179757,0.0
1,1.0,0.9963056309898609,0.972,0.9894352103299536,0.9957372211512764
1,1.0,0.9685847844367866,0.98,0.9828615948122622,0.9969551579651974
1,1.0,0.9676784584695614,0.964,0.977226152823187,0.9945192843373554
1,1.0,0.9497278462169417,0.952,0.9672426154056472,0.9926923791164738
0,0.0,0.07449915727918334,0.248,0.10749971909306111,0.037756041231552406
0,0.0,0.0030001436936407592,0.032,0.01166671456454692,0.004871747255684181
1,1.0,0.9930073209099062,0.992,0.9950024403033021,0.998782063186079
0,0.0,0.07425072539331075,0.016,0.030083575131103584,0.0024358736278420907
1,1.0,0.7732686917888387,0.696,0.8230895639296129,0.9537184010710003
1,0.0,0.008850410813161992,0.056,0.021616803604387332,0.008525557697447318
1,1.0,0.9824975007611969,0.936,0.9728325002537322,0.9902565054886316
1,1.0,0.9533279964813702,0.976,0.97644266549379,0.9963461895582368
0,0.0,0.008565986797949232,0.008,0.005521995599316411,0.0012179368139210453
1,0.3885010574312543,0.1835944980594936,0.172,0.24803185183024926,0.3555404814189594
1,1.0,0.9826100790367723,0.976,0.9862033596789241,0.9963461895582368
1,0.5810328874500221,0.05973316489954182,0.38,0.34025535078318797,0.5504272181457437
1,0.9999999765677028,0.9957700065509008,0.98,0.9919233277062012,0.9969551381002824
1,1.0,0.9405717057795366,0.996,0.9788572352598456,0.9993910315930394
1,1.0,0.9497649166633839,0.832,0.927254972221128,0.9744233269076581
0,0.0,0.09175087206644357,0.036,0.042583624022147853,0.005480715662644704
0,0.0,0.08136903356758049,0.06,0.047123011189193494,0.00913452610440784
1,0.6368154544027465,0.647691770889649,0.692,0.6588357417641318,0.6452168656080465
1,1.0,0.9851251791857596,0.992,0.9923750597285865,0.998782063186079
1,1.0,0.9308432398779791,0.976,0.968947746625993,0.9963461895582368
1,0.9034035541066012,0.9748443484890258,0.908,0.928749300865209,0.9041033266899471
1,1.0,0.9443426142361365,0.944,0.9627808714120455,0.9914744423025528
1,1.0,0.9358921496944571,0.948,0.9612973832314857,0.9920834107095132
0,0.0,0.025630807056823857,0.052,0.02587693568560795,0.007916589290486794
0,0.0,0.07664624795621915,0.116,0.06421541598540638,0.01766008380185516
0,0.0,0.004339248545488611,0.06,0.021446416181829537,0.00913452610440784
0,0.0,0.008783579613734471,0.016,0.008261193204578158,0.0024358736278420907
1,0.7350300092736284,0.9626864735971955,0.768,0.8219054942902746,0.7400494299561639
0,0.0,0.0037023376204802596,0.04,0.01456744587349342,0.006089684069605227
0,0.0,0.0030001436936407592,0.032,0.01166671456454692,0.004871747255684181
0,0.0842322575118287,0.5470899860288103,0.428,0.3531074145135464,0.1365681811386879
0,0.0,0.2054255227956825,0.108,0.1044751742652275,0.01644214698793411
0,0.0,0.07451270841319141,0.008,0.02750423613773047,0.0012179368139210453
0,0.0,0.09168447284648357,0.312,0.13456149094882786,0.04749953574292077
1,1.0,0.9155430042677042,0.948,0.9545143347559014,0.9920834107095132
1,1.0,0.9499227369384904,0.984,0.9779742456461635,0.997564126372158
1,1.0,0.9762946240441599,0.996,0.9907648746813867,0.9993910315930394
1,0.9133386511455786,0.9806249086557155,0.808,0.9006545199337648,0.8973016735007052
0,0.9205804969883792,0.9089655820223885,0.724,0.8511820263369225,0.8906526689657489
0,0.0,0.008422931493624646,0.004,0.0041409771645415485,0.0006089684069605227
0,0.0,0.0021030924713477655,0.012,0.004701030823782588,0.001826905220881568
0,0.0,0.0742694060578543,0.028,0.034089802019284764,0.004262778848723659
0,0.0,0.07672524167778486,0.044,0.040241747225928284,0.006698652476565749
1,1.0,0.9496972463668661,0.992,0.9805657487889553,0.998782063186079
1,1.0,0.9358436060031652,0.98,0.9719478686677218,0.9969551579651974
1,1.0,0.935838873377496,0.9,0.9452796244591654,0.984775789825987
1,1.0,0.9613530540965533,0.984,0.9817843513655178,0.997564126372158
1,1.0,0.9999993335101071,0.988,0.9959997778367023,0.9981730947791184
0,0.0,0.00020408266163984186,0.004,0.0014013608872132809,0.0006089684069605227
0,0.0,0.07431893063362062,0.036,0.03677297687787354,0.005480715662644704
0,0.5977839938966119,0.8519141177623082,0.828,0.7592327038863066,0.6328325625200104
0,0.0,0.002856673569284783,0.016,0.006285557856428261,0.0024358736278420907
1,1.0,0.9108276897434242,0.908,0.9396092299144748,0.985993726639908
0,0.9205804969883792,0.9089655820223885,0.724,0.8511820263369225,0.8906526689657489
1,1.0,0.9949618003112021,0.992,0.9956539334370674,0.998782063186079
1,1.0,0.9358204370570264,0.948,0.9612734790190087,0.9920834107095132
0,0.0,0.07444617371076177,0.08,0.05148205790358726,0.012179368139210453
1,1.0,0.999991707688952,0.904,0.9679972358963173,0.9853847582329475
1,1.0,0.9907057266312682,0.992,0.9942352422104227,0.998782063186079
1,1.0,0.9858442306343601,0.948,0.97794807687812,0.9920834107095132
0,0.0,0.0033503825587549115,0.024,0.009116794186251638,0.003653810441763136
1,1.0,0.9275194735743487,0.604,0.843839824524783,0.9397121277109083
1,0.4403047545639754,0.5,0.644,0.5281015848546584,0.47131574684362754
0,0.0,0.08138156634616205,0.104,0.06179385544872068,0.01583317858097359
1,1.0,0.9631215703752848,0.98,0.9810405234584283,0.9969551579651974
0,0.0,0.0744558532895348,0.032,0.035485284429844936,0.004871747255684181
0,0.0,0.0008551437691606404,0.004,0.0016183812563868802,0.0006089684069605227
1,1.0,0.9897551716156019,0.98,0.9899183905385339,0.9969551579651974
1,1.0,0.9568978917592693,0.944,0.9669659639197564,0.9914744423025528
1,1.0,0.9948309490873516,0.884,0.9596103163624505,0.9823399161981449
1,1.0,0.9497389768179242,0.968,0.9725796589393081,0.9951282527443158
1,1.0,0.9405560659396383,0.856,0.9321853553132127,0.9780771373494213
1,1.0,0.9556354228907886,0.968,0.9745451409635962,0.9951282527443158
0,0.0,0.0856415246353578,0.116,0.06721384154511927,0.01766008380185516
1,1.0,0.9999998376146936,0.976,0.9919999458715645,0.9963461895582368
1,1.0,0.9308356578777921,0.864,0.931611885959264,0.9792950741633423
0,0.0,0.07662493572356979,0.028,0.03487497857452326,0.004262778848723659
1,1.0,0.9497394443170437,0.912,0.9539131481056812,0.9866026950468685
0,0.0,0.030428836003719487,0.088,0.03947627866790649,0.013397304953131498
0,0.0,0.0916558526171965,0.044,0.045218617539065496,0.006698652476565749
1,1.0,0.9966868893426591,1.0,0.9988956297808863,1.0
1,1.0,0.9841111636385863,0.988,0.9907037212128621,0.9981730947791184
1,1.0,0.9505068294552463,0.804,0.9181689431517488,0.9701605480589344
1,1.0,0.9081519031040395,0.984,0.9640506343680132,0.997564126372158
1,1.0,0.9497336113030044,0.908,0.9525778704343347,0.985993726639908
0,0.0,0.07256676228178686,0.008,0.026855587427262285,0.0012179368139210453
1,0.7678912244750813,0.8979275985241244,0.868,0.8446062743330686,0.783131994863626
1,1.0,0.9846307024127843,0.944,0.9762102341375947,0.9914744423025528
0,0.0,0.0009328501266445285,0.0,0.00031095004221484284,0.0
1,1.0,0.9358148087712485,0.968,0.9679382695904161,0.9951282527443158
1,1.0,0.9951695306012605,0.98,0.9917231768670868,0.9969551579651974
0,0.0,0.0767340305145219,0.264,0.1135780101715073,0.040191914859394495
0,0.0,0.07422978705695932,0.128,0.06740992901898644,0.019486989022736725
0,0.0,0.091595584300679,0.032,0.04119852810022633,0.004871747255684181
0,0.0,0.036100275626369104,0.0,0.012033425208789701,0.0
1,1.0,0.9626094523318538,0.944,0.9688698174439513,0.9914744423025528
0,0.0,0.01181626754213653,0.012,0.007938755847378845,0.001826905220881568
0,0.0,0.02096583033679319,0.004,0.008321943445597729,0.0006089684069605227
1,1.0,0.9358571305698637,0.92,0.9519523768566213,0.9878206318607896
0,0.0,0.058800985234331395,0.016,0.024933661744777135,0.0024358736278420907
0,0.0,0.05950186317015928,0.0,0.01983395439005309,0.0
0,0.0,0.0917616186145964,0.02,0.03725387287153214,0.0030448420348026133
1,1.0,0.9698224639471018,0.976,0.9819408213157006,0.9963461895582368
0,0.0,0.012528097434682545,0.02,0.010842699144894183,0.0030448420348026133
0,0.0,0.00030454852440296,0.0,0.00010151617480098667,0.0
1,1.0,0.9497667577367758,0.956,0.968588919245592,0.9933013475234342
1,1.0,0.9647053530803636,0.912,0.9589017843601212,0.9866026950468685
0,0.0,0.07451693780667422,0.028,0.03417231260222474,0.004262778848723659
1,1.0,0.9888547079017879,0.86,0.9496182359672626,0.9786861057563817
0,0.0,0.04116027178731322,0.1,0.04705342392910441,0.015224210174013068
0,0.0,0.006113462403068367,0.0,0.002037820801022789,0.0
1,1.0,0.9107246774092889,0.864,0.9249082258030962,0.9792950741633423
0,0.0,0.0687140642760551,0.036,0.03490468809201836,0.005480715662644704
0,0.0,0.08139275872447757,0.036,0.03913091957482586,0.005480715662644704
0,0.0,0.26635438783614396,0.204,0.1567847959453813,0.031057388754986655
1,1.0,0.985687140841026,0.996,0.9938957136136753,0.9993910315930394
0,3.490120885900559e-08,0.035944019665092114,0.016,0.017314684855433658,0.0024359032156175595
0,0.0,0.003991836077736769,0.076,0.02666394535924559,0.011570399732249931
0,0.0,0.07670008966847776,0.096,0.05756669655615926,0.014615241767052544
0,0.0,0.009013591593596043,0.008,0.005671197197865348,0.0012179368139210453
1,1.0,0.9405621262951167,0.912,0.9508540420983723,0.9866026950468685
0,0.0,0.00420727485516837,0.036,0.013402424951722789,0.005480715662644704
1,1.0,0.9493042431947447,0.764,0.9044347477315816,0.9640708639893292
1,0.4403047545639754,0.5,0.644,0.5281015848546584,0.47131574684362754
1,1.0,0.9108168194154879,0.9,0.9369389398051626,0.984775789825987
1,1.0,0.923687785182665,0.916,0.9465625950608884,0.987211663453829
0,2.5859239836323584e-07,0.27732225721417375,0.18,0.1524408386021907,0.02740379753697166
1,0.537201618948201,0.10688120656979978,0.568,0.4040276085060002,0.5418904292097203
0,0.0,0.07419458352369553,0.06,0.044731527841231834,0.00913452610440784
1,1.0,0.9107334085647454,0.86,0.9235778028549152,0.9786861057563817
1,1.0,0.9638224835437765,0.976,0.9799408278479255,0.9963461895582368
1,1.0,0.9405729726832265,0.952,0.9641909908944087,0.9926923791164738
0,0.0,0.07672262285953782,0.12,0.06557420761984593,0.01826905220881568
1,1.0,0.9855163833499205,0.96,0.9818387944499735,0.9939103159303948
0,0.0,0.07671217647269796,0.184,0.08690405882423265,0.028012546720184044
1,1.0,0.9307752683724303,0.7,0.8769250894574766,0.9543273694779608
1,0.9999999317146202,0.9108495475213539,0.948,0.9529498264119914,0.9920833528200431
0,0.0,0.08587822943185683,0.272,0.11929274314395229,0.04140985167331555
0,0.0,0.0033503825587549115,0.024,0.009116794186251638,0.003653810441763136
0,1.390670395640016e-07,0.1778878274890686,0.156,0.11129598885203605,0.02374988576664156
1,1.0,0.9811386853965282,0.98,0.9870462284655094,0.9969551579651974
1,1.0,0.9846307024127843,0.944,0.9762102341375947,0.9914744423025528
0,0.0,0.015481192169489991,0.08,0.031827064056496664,0.012179368139210453
0,0.0,0.07417608803617161,0.16,0.07805869601205721,0.024358736278420907
0,0.0,0.0024784867572050463,0.0,0.0008261622524016821,0.0
0,0.0,0.03223754565369164,0.044,0.025412515217897214,0.006698652476565749
0,0.0,0.08134553063287225,0.172,0.08444851021095741,0.026185641499302473
0,0.0,0.0917616186145964,0.02,0.03725387287153214,0.0030448420348026133
1,1.0,0.9865310669251244,0.984,0.9901770223083748,0.997564126372158
1,0.6368154544027465,0.647691770889649,0.692,0.6588357417641318,0.6452168656080465
1,1.0,0.938641732013933,0.996,0.978213910671311,0.9993910315930394
1,1.0,0.9682851533290951,0.912,0.9600950511096983,0.9866026950468685
1,1.0,0.9510520315556049,0.98,0.9770173438518683,0.9969551579651974
0,0.0,0.020021922506572153,0.004,0.008007307502190718,0.0006089684069605227
1,1.0,0.9418000667128044,0.996,0.9792666889042682,0.9993910315930394
0,0.0,0.08061318200350204,0.024,0.03487106066783401,0.003653810441763136
1,1.0,0.9683212188451297,0.96,0.9761070729483765,0.9939103159303948
1,0.8199981823441987,0.9517150272861585,0.868,0.879904403210119,0.8273060799514644
1,1.0,0.9558184848322347,0.888,0.9479394949440781,0.9829488846051054
1,1.0,0.9845087984207394,0.956,0.9801695994735797,0.9933013475234342
0,0.0,0.0766928355257818,0.064,0.04689761184192726,0.009743494511368363
1,1.0,0.9308696596760542,0.952,0.9609565532253513,0.9926923791164738
1,1.0,0.9965041124833588,0.984,0.9935013708277863,0.997564126372158
1,1.0,0.9504148850012546,0.972,0.9741382950004182,0.9957372211512764
0,2.692478073172905e-08,0.0916885955070342,0.02,0.037229540810604984,0.0030448648604981376
1,1.0,0.9934628911894368,0.992,0.9951542970631456,0.998782063186079
1,1.0,0.9358330405101183,0.984,0.9732776801700395,0.997564126372158
0,0.0,0.06729968098263162,0.008,0.02509989366087721,0.0012179368139210453
0,0.0,0.00875151905535429,0.04,0.016250506351784762,0.006089684069605227
0,0.0,0.004590786447393148,0.012,0.005530262149131049,0.001826905220881568
0,0.0,0.01656256193693664,0.076,0.030854187312312212,0.011570399732249931
1,1.0,0.9489947187650781,0.904,0.9509982395883593,0.9853847582329475
0,0.3419952025914433,0.47334678300834676,0.48,0.4317806618665967,0.3630053429991429
1,1.0,0.9667331907178934,0.824,0.9302443969059645,0.973205390093737
0,0.0,0.0742668691129195,0.084,0.05275562303763984,0.012788336546170977
0,0.0,0.0009328501266445285,0.0,0.00031095004221484284,0.0
1,1.0,0.9308767342754051,0.948,0.9596255780918016,0.9920834107095132
0,0.0,0.010568336851785385,0.012,0.007522778950595129,0.001826905220881568
1,0.6944442408657299,0.4046314116305411,0.64,0.5796918841654236,0.6861555352086853
0,0.2793516625701371,0.9222452030447564,0.688,0.6298656218716311,0.34156514433306956
1,1.0,0.9743549636397448,0.992,0.988784987879915,0.998782063186079
0,0.0,0.07440943015850963,0.032,0.035469810052836545,0.004871747255684181
0,0.0,0.0856415246353578,0.116,0.06721384154511927,0.01766008380185516
0,0.47458487525729187,0.4822068023118739,0.516,0.49093055918972195,0.48089000089195144
0,2.0460744265408815e-07,0.07423258129816027,0.292,0.12207759530186764,0.044454867165693704
1,1.0,0.9622888387558677,0.764,0.9087629462519559,0.9640708639893292
1,0.16950310164642682,0.0843763127849498,0.28,0.1779598048104589,0.1863253816875404
0,0.0,0.07662567391094992,0.068,0.048208557970316646,0.010352462918328887
0,0.0,9.216844878638113e-05,0.0,3.0722816262127045e-05,0.0
1,1.0,0.9741817779205387,0.968,0.9807272593068462,0.9951282527443158
0,0.0,0.07674259116640625,0.22,0.09891419705546874,0.03349326238282875
1,1.0,0.9358656465190812,0.968,0.9679552155063603,0.9951282527443158
1,1.0,0.9939235542795135,0.992,0.9953078514265045,0.998782063186079
0,0.0,0.012326086989307749,0.004,0.005442028996435917,0.0006089684069605227
0,0.0,0.0856415246353578,0.116,0.06721384154511927,0.01766008380185516
1,1.0,0.9307879667930764,0.888,0.9395959889310254,0.9829488846051054
1,1.0,0.9951582706667119,0.98,0.9917194235555705,0.9969551579651974
1,1.0,0.9660294015752658,0.872,0.9460098005250885,0.9805130109772633
1,1.0,0.9999994627598905,0.988,0.9959998209199634,0.9981730947791184
0,0.0,0.09167025238720483,0.12,0.07055675079573494,0.01826905220881568
1,1.0,0.9108060642820196,0.948,0.9529353547606733,0.9920834107095132
0,0.26885321235537346,0.17742131419116694,0.08,0.17542484218218013,0.2401018023860162
1,1.0,0.9367148357778248,0.9,0.9455716119259416,0.984775789825987
1,0.43667451499676424,0.5177170709155866,0.568,0.5074638619707836,0.45666778284569887
1,1.0,0.9405903470935889,0.904,0.9481967823645295,0.9853847582329475
1,0.9999999730733854,0.9406193753611702,0.772,0.9042064494781853,0.965288777976
0,0.2793516625701371,0.9222452030447564,0.688,0.6298656218716311,0.34156514433306956
0,0.0,0.0916437191839177,0.052,0.04788123972797256,0.007916589290486794
0,0.0,0.07421648014579287,0.016,0.030072160048597623,0.0024358736278420907
0,0.0,0.043309229396189745,0.016,0.01976974313206325,0.0024358736278420907
1,0.7479852240310897,0.060969906515978264,0.376,0.39498504351568925,0.6913534117083232
1,1.0,0.9406644810174486,0.952,0.9642214936724828,0.9926923791164738
0,0.0,0.051795477509396934,0.004,0.01859849250313231,0.0006089684069605227
0,0.08264121982178863,0.03736736765768652,0.072,0.06400286249315838,0.08102117815104079
1,1.0,0.9405981511947027,0.768,0.9028660503982341,0.9646798323962897
0,0.0,0.028906225529288006,0.008,0.012302075176429334,0.0012179368139210453
0,0.17834493685663372,0.0681505349392949,0.272,0.17283182393197624,0.19260318050818445
0,0.0,0.07418626133732953,0.024,0.03272875377910984,0.003653810441763136
0,0.0,0.0036355050234451796,0.024,0.009211835007815061,0.003653810441763136
0,0.0,0.08136044773912413,0.048,0.043120149246374716,0.007307620883526272
0,0.08550089231323284,0.056658644578486586,0.208,0.11671984563057314,0.10415041392875687
0,0.0,0.07417210044165373,0.156,0.07672403348055125,0.023749767871460385
0,0.0,0.006559696697951525,0.016,0.007519898899317176,0.0024358736278420907
1,1.0,0.9107460808964701,0.94,0.9502486936321567,0.9908654738955922
0,0.47458487525729187,0.4822068023118739,0.516,0.49093055918972195,0.48089000089195144
1,1.0,0.9358726272547041,0.952,0.9626242090849013,0.9926923791164738
1,1.0,0.9999927760817275,0.98,0.9933309253605759,0.9969551579651974
0,0.0,0.03671232945982688,0.02,0.018904109819942293,0.0030448420348026133
1,1.0,0.9190111958445556,0.924,0.9476703986148518,0.9884296002677501
1,1.0,0.980101265612641,0.94,0.973367088537547,0.9908654738955922
1,1.0,0.9358718865655324,0.932,0.9559572955218442,0.9896475370816712
1,1.0,0.9964738068322512,0.952,0.9828246022774171,0.9926923791164738
1,1.0,0.9947788042500343,0.988,0.9942596014166781,0.9981730947791184
0,0.0,0.08133760871372643,0.012,0.03111253623790881,0.001826905220881568
1,1.0,0.9358571305698637,0.92,0.9519523768566213,0.9878206318607896
0,0.5977839938966119,0.8519141177623082,0.828,0.7592327038863066,0.6328325625200104
0,0.47726742230540004,0.971941238220253,0.808,0.7524028868418844,0.5276188450475571
0,0.7300038220120221,0.5232354227403766,0.612,0.6217464149174662,0.7120386721355435
